fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"2933","6544",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.275957,-75.615478,0.21,0.14,0.14,0
"2934","6545",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.284411,-75.543367,0.21,0.14,0.14,0
"2935","6546",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.285081,-75.573534,0.21,0.14,0.14,0
"2936","6547",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.285201,-75.540456,0.21,0.14,0.14,0
"2937","6548",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.28598651,-75.53688157,0.21,0.14,0.14,0
"2938","6549",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.28636232,-75.53828457,0.21,0.14,0.14,0
"2939","6550",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.286681,-75.594623,0.21,0.14,0.14,0
"2940","6551",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.28761962,-75.57412103,0.21,0.14,0.14,0
"2941","6552",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.28835098,-75.53852797,0.21,0.14,0.14,0
"2942","6553",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.28936338,-75.53923067,0.21,0.14,0.14,0
"2943","6554",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.29061863,-75.53825631,0.21,0.14,0.14,0
"2944","6555",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.29071234,-75.55426633,0.21,0.14,0.14,0
"2945","6556",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.29549901,-75.55617775,0.21,0.14,0.14,0
"2946","6557",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.29980423,-75.5407815,0.21,0.14,0.14,0
"2947","6558",Canalizacion tuberia en concreto,2.8,MEDELLIN,6.300301,-75.545693,0.21,0.14,0.14,0
"2948","6560",Canalizacion tuberia en concreto,2.85,MEDELLIN,6.225346,-75.627538,0.21375,0.1425,0.1425,0
"2949","6561",Canalizacion tuberia en concreto,2.9,BELLO,6.343956,-75.544729,0.2175,0.145,0.145,0
"2950","6562",Canalizacion tuberia en concreto,2.9,ITAGUI,6.18843179,-75.59498401,0.2175,0.145,0.145,0
"2951","6564",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.22033769,-75.5945028,0.2175,0.145,0.145,0
"2952","6565",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.22209808,-75.62313896,0.2175,0.145,0.145,0
"2953","6566",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.222174,-75.622455,0.2175,0.145,0.145,0
"2954","6567",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.22224138,-75.623695,0.2175,0.145,0.145,0
"2955","6568",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.225199,-75.626599,0.2175,0.145,0.145,0
"2956","6569",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.22575607,-75.59292256,0.2175,0.145,0.145,0
"2957","6570",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.228715,-75.58417,0.2175,0.145,0.145,0
"2958","6571",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.23828709,-75.56199345,0.2175,0.145,0.145,0
"2959","6572",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.239687,-75.543725,0.2175,0.145,0.145,0
"2960","6573",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.24573299,-75.59097814,0.2175,0.145,0.145,0
"2961","6574",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.26094792,-75.60198511,0.2175,0.145,0.145,0
"2962","6575",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.27534,-75.604776,0.2175,0.145,0.145,0
"2963","6576",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28291958,-75.54802618,0.2175,0.145,0.145,0
"2964","6577",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28513582,-75.57381193,0.2175,0.145,0.145,0
"2965","6578",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28619012,-75.53732118,0.2175,0.145,0.145,0
"2966","6579",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.286653,-75.53815954,0.2175,0.145,0.145,0
"2967","6580",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28689646,-75.53861184,0.2175,0.145,0.145,0
"2968","6581",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28720916,-75.53710765,0.2175,0.145,0.145,0
"2969","6582",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28778226,-75.53842636,0.2175,0.145,0.145,0
"2970","6583",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.28916196,-75.5394979,0.2175,0.145,0.145,0
"2971","6584",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.29168659,-75.57990148,0.2175,0.145,0.145,0
"2972","6585",Canalizacion tuberia en concreto,2.9,MEDELLIN,6.30727536,-75.57730721,0.2175,0.145,0.145,0
"2973","6586",Canalizacion tuberia en concreto,3,BELLO,6.30999778,-75.54548704,0.225,0.15,0.15,0
"2974","6587",Canalizacion tuberia en concreto,3,BELLO,6.31579275,-75.58569562,0.225,0.15,0.15,0
"2975","6588",Canalizacion tuberia en concreto,3,BELLO,6.3389579,-75.56001491,0.225,0.15,0.15,0
"2976","6589",Canalizacion tuberia en concreto,3,BELLO,6.34190389,-75.55593307,0.225,0.15,0.15,0
"2977","6590",Canalizacion tuberia en concreto,3,BELLO,6.34662245,-75.5500094,0.225,0.15,0.15,0
"2978","6591",Canalizacion tuberia en concreto,3,BELLO,6.3477828,-75.53293745,0.225,0.15,0.15,0
"2979","6592",Canalizacion tuberia en concreto,3,BELLO,6.34832679,-75.5448866,0.225,0.15,0.15,0
"2980","6593",Canalizacion tuberia en concreto,3,BELLO,6.3499696,-75.56227387,0.225,0.15,0.15,0
"2981","6596",Canalizacion tuberia en concreto,3,COPACABANA,6.34379031,-75.5178847,0.225,0.15,0.15,0
"2982","6597",Canalizacion tuberia en concreto,3,COPACABANA,6.34436137,-75.50586265,0.225,0.15,0.15,0
"2983","6598",Canalizacion tuberia en concreto,3,ENVIGADO,6.147942,-75.533507,0.225,0.15,0.15,0
"2984","6599",Canalizacion tuberia en concreto,3,ENVIGADO,6.1545223,-75.53682759,0.225,0.15,0.15,0
"2985","6601",Canalizacion tuberia en concreto,3,ITAGUI,6.196493,-75.598232,0.225,0.15,0.15,0
"2986","6603",Canalizacion tuberia en concreto,3,MEDELLIN,6.20176397,-75.59107021,0.225,0.15,0.15,0
"2987","6604",Canalizacion tuberia en concreto,3,MEDELLIN,6.22053655,-75.61430574,0.225,0.15,0.15,0
"2988","6605",Canalizacion tuberia en concreto,3,MEDELLIN,6.2213001,-75.622146,0.225,0.15,0.15,0
"2989","6606",Canalizacion tuberia en concreto,3,MEDELLIN,6.22264043,-75.61710888,0.225,0.15,0.15,0
"2990","6607",Canalizacion tuberia en concreto,3,MEDELLIN,6.22264043,-75.61710888,0.225,0.15,0.15,0
"2991","6608",Canalizacion tuberia en concreto,3,MEDELLIN,6.22264043,-75.61710888,0.225,0.15,0.15,0
"2992","6609",Canalizacion tuberia en concreto,3,MEDELLIN,6.223525,-75.62006,0.225,0.15,0.15,0
"2993","6610",Canalizacion tuberia en concreto,3,MEDELLIN,6.224412,-75.626306,0.225,0.15,0.15,0
"2994","6611",Canalizacion tuberia en concreto,3,MEDELLIN,6.224499,-75.625889,0.225,0.15,0.15,0
"2995","6612",Canalizacion tuberia en concreto,3,MEDELLIN,6.224595,-75.626155,0.225,0.15,0.15,0
"2996","6613",Canalizacion tuberia en concreto,3,MEDELLIN,6.224814,-75.626286,0.225,0.15,0.15,0
"2997","6614",Canalizacion tuberia en concreto,3,MEDELLIN,6.22515843,-75.6258515,0.225,0.15,0.15,0
"2998","6615",Canalizacion tuberia en concreto,3,MEDELLIN,6.22719305,-75.58578073,0.225,0.15,0.15,0
"2999","6616",Canalizacion tuberia en concreto,3,MEDELLIN,6.22879306,-75.52933293,0.225,0.15,0.15,0
"3000","6617",Canalizacion tuberia en concreto,3,MEDELLIN,6.22893318,-75.55391053,0.225,0.15,0.15,0
"3001","6618",Canalizacion tuberia en concreto,3,MEDELLIN,6.2290785,-75.59545094,0.225,0.15,0.15,0
"3002","6619",Canalizacion tuberia en concreto,3,MEDELLIN,6.23429013,-75.59328484,0.225,0.15,0.15,0
"3003","6620",Canalizacion tuberia en concreto,3,MEDELLIN,6.23448452,-75.60031445,0.225,0.15,0.15,0
"3004","6621",Canalizacion tuberia en concreto,3,MEDELLIN,6.236457,-75.559373,0.225,0.15,0.15,0
"3005","6622",Canalizacion tuberia en concreto,3,MEDELLIN,6.23950879,-75.58433092,0.225,0.15,0.15,0
"3006","6623",Canalizacion tuberia en concreto,3,MEDELLIN,6.23993253,-75.60240065,0.225,0.15,0.15,0
"3007","6624",Canalizacion tuberia en concreto,3,MEDELLIN,6.240311,-75.560267,0.225,0.15,0.15,0
"3008","6625",Canalizacion tuberia en concreto,3,MEDELLIN,6.24423537,-75.60349421,0.225,0.15,0.15,0
"3009","6626",Canalizacion tuberia en concreto,3,MEDELLIN,6.24532582,-75.54701456,0.225,0.15,0.15,0
"3010","6627",Canalizacion tuberia en concreto,3,MEDELLIN,6.247285,-75.627413,0.225,0.15,0.15,0
"3011","6628",Canalizacion tuberia en concreto,3,MEDELLIN,6.24763889,-75.59323056,0.225,0.15,0.15,0
"3012","6629",Canalizacion tuberia en concreto,3,MEDELLIN,6.24894167,-75.615595,0.225,0.15,0.15,0
"3013","6630",Canalizacion tuberia en concreto,3,MEDELLIN,6.24945151,-75.55830545,0.225,0.15,0.15,0
"3014","6631",Canalizacion tuberia en concreto,3,MEDELLIN,6.25026978,-75.53971111,0.225,0.15,0.15,0
"3015","6632",Canalizacion tuberia en concreto,3,MEDELLIN,6.25784179,-75.61358374,0.225,0.15,0.15,0
"3016","6633",Canalizacion tuberia en concreto,3,MEDELLIN,6.271165,-75.634068,0.225,0.15,0.15,0
"3017","6634",Canalizacion tuberia en concreto,3,MEDELLIN,6.272662,-75.634523,0.225,0.15,0.15,0
"3018","6635",Canalizacion tuberia en concreto,3,MEDELLIN,6.27298016,-75.5605749,0.225,0.15,0.15,0
"3019","6636",Canalizacion tuberia en concreto,3,MEDELLIN,6.27314939,-75.55651126,0.225,0.15,0.15,0
"3020","6637",Canalizacion tuberia en concreto,3,MEDELLIN,6.27492619,-75.60835996,0.225,0.15,0.15,0
"3021","6638",Canalizacion tuberia en concreto,3,MEDELLIN,6.27621,-75.538077,0.225,0.15,0.15,0
"3022","6639",Canalizacion tuberia en concreto,3,MEDELLIN,6.276331,-75.616633,0.225,0.15,0.15,0
"3023","6640",Canalizacion tuberia en concreto,3,MEDELLIN,6.278463,-75.55356,0.225,0.15,0.15,0
"3024","6641",Canalizacion tuberia en concreto,3,MEDELLIN,6.27978788,-75.56460553,0.225,0.15,0.15,0
"3025","6642",Canalizacion tuberia en concreto,3,MEDELLIN,6.2803273,-75.5981537,0.225,0.15,0.15,0
"3026","6643",Canalizacion tuberia en concreto,3,MEDELLIN,6.28078909,-75.558662,0.225,0.15,0.15,0
"3027","6644",Canalizacion tuberia en concreto,3,MEDELLIN,6.28333543,-75.60206001,0.225,0.15,0.15,0
"3028","6645",Canalizacion tuberia en concreto,3,MEDELLIN,6.28342397,-75.59155887,0.225,0.15,0.15,0
"3029","6646",Canalizacion tuberia en concreto,3,MEDELLIN,6.28405954,-75.56046083,0.225,0.15,0.15,0
"3030","6647",Canalizacion tuberia en concreto,3,MEDELLIN,6.28520319,-75.55716843,0.225,0.15,0.15,0
"3031","6648",Canalizacion tuberia en concreto,3,MEDELLIN,6.28575787,-75.57317102,0.225,0.15,0.15,0
"3032","6649",Canalizacion tuberia en concreto,3,MEDELLIN,6.28628857,-75.53736381,0.225,0.15,0.15,0
"3033","6650",Canalizacion tuberia en concreto,3,MEDELLIN,6.28646527,-75.53856153,0.225,0.15,0.15,0
"3034","6651",Canalizacion tuberia en concreto,3,MEDELLIN,6.28688505,-75.53884087,0.225,0.15,0.15,0
"3035","6652",Canalizacion tuberia en concreto,3,MEDELLIN,6.28689892,-75.53791958,0.225,0.15,0.15,0
"3036","6653",Canalizacion tuberia en concreto,3,MEDELLIN,6.28690359,-75.53846869,0.225,0.15,0.15,0
"3037","6654",Canalizacion tuberia en concreto,3,MEDELLIN,6.28691215,-75.53829691,0.225,0.15,0.15,0
"3038","6655",Canalizacion tuberia en concreto,3,MEDELLIN,6.28707823,-75.53808522,0.225,0.15,0.15,0
"3039","6656",Canalizacion tuberia en concreto,3,MEDELLIN,6.28724532,-75.53738075,0.225,0.15,0.15,0
"3040","6657",Canalizacion tuberia en concreto,3,MEDELLIN,6.28731785,-75.59164823,0.225,0.15,0.15,0
"3041","6658",Canalizacion tuberia en concreto,3,MEDELLIN,6.28772041,-75.5392265,0.225,0.15,0.15,0
"3042","6659",Canalizacion tuberia en concreto,3,MEDELLIN,6.28776739,-75.59992566,0.225,0.15,0.15,0
"3043","6660",Canalizacion tuberia en concreto,3,MEDELLIN,6.28778948,-75.53853844,0.225,0.15,0.15,0
"3044","6661",Canalizacion tuberia en concreto,3,MEDELLIN,6.28799925,-75.540156,0.225,0.15,0.15,0
"3045","6662",Canalizacion tuberia en concreto,3,MEDELLIN,6.288478,-75.5384001,0.225,0.15,0.15,0
"3046","6663",Canalizacion tuberia en concreto,3,MEDELLIN,6.28866963,-75.53848032,0.225,0.15,0.15,0
"3047","6664",Canalizacion tuberia en concreto,3,MEDELLIN,6.28899507,-75.53852109,0.225,0.15,0.15,0
"3048","6665",Canalizacion tuberia en concreto,3,MEDELLIN,6.28939347,-75.53921641,0.225,0.15,0.15,0
"3049","6666",Canalizacion tuberia en concreto,3,MEDELLIN,6.28945365,-75.5391879,0.225,0.15,0.15,0
"3050","6667",Canalizacion tuberia en concreto,3,MEDELLIN,6.290317,-75.537652,0.225,0.15,0.15,0
"3051","6668",Canalizacion tuberia en concreto,3,MEDELLIN,6.2903201,-75.53788004,0.225,0.15,0.15,0
"3052","6669",Canalizacion tuberia en concreto,3,MEDELLIN,6.29047237,-75.53830542,0.225,0.15,0.15,0
"3053","6670",Canalizacion tuberia en concreto,3,MEDELLIN,6.29060624,-75.59534751,0.225,0.15,0.15,0
"3054","6671",Canalizacion tuberia en concreto,3,MEDELLIN,6.2907253,-75.53807113,0.225,0.15,0.15,0
"3055","6672",Canalizacion tuberia en concreto,3,MEDELLIN,6.29073301,-75.53794607,0.225,0.15,0.15,0
"3056","6673",Canalizacion tuberia en concreto,3,MEDELLIN,6.29254334,-75.56069738,0.225,0.15,0.15,0
"3057","6674",Canalizacion tuberia en concreto,3,MEDELLIN,6.29586207,-75.55544509,0.225,0.15,0.15,0
"3058","6675",Canalizacion tuberia en concreto,3,MEDELLIN,6.296017,-75.542554,0.225,0.15,0.15,0
"3059","6676",Canalizacion tuberia en concreto,3,MEDELLIN,6.298136,-75.54736,0.225,0.15,0.15,0
"3060","6677",Canalizacion tuberia en concreto,3,MEDELLIN,6.29896,-75.54831,0.225,0.15,0.15,0
"3061","6678",Canalizacion tuberia en concreto,3,MEDELLIN,6.29935568,-75.55520307,0.225,0.15,0.15,0
"3062","6679",Canalizacion tuberia en concreto,3,MEDELLIN,6.30306332,-75.55297994,0.225,0.15,0.15,0
"3063","6680",Canalizacion tuberia en concreto,3,MEDELLIN,6.30381946,-75.57908986,0.225,0.15,0.15,0
"3064","6681",Canalizacion tuberia en concreto,3,MEDELLIN,6.31055182,-75.57236016,0.225,0.15,0.15,0
"3065","6683",Canalizacion tuberia en concreto,3.1,BELLO,6.34516978,-75.54443367,0.2325,0.155,0.155,0
"3066","6686",Canalizacion tuberia en concreto,3.1,ENVIGADO,6.17316599,-75.57830786,0.2325,0.155,0.155,0
"3067","6687",Canalizacion tuberia en concreto,3.1,ENVIGADO,6.176531,-75.588476,0.2325,0.155,0.155,0
"3068","6688",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.221906,-75.62263,0.2325,0.155,0.155,0
"3069","6689",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.223395,-75.622721,0.2325,0.155,0.155,0
"3070","6690",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.224259,-75.625756,0.2325,0.155,0.155,0
"3071","6691",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.22435954,-75.58521352,0.2325,0.155,0.155,0
"3072","6692",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.22515843,-75.6258515,0.2325,0.155,0.155,0
"3073","6693",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.23405581,-75.55354425,0.2325,0.155,0.155,0
"3074","6694",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.243165,-75.621213,0.2325,0.155,0.155,0
"3075","6695",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.25219669,-75.56015737,0.2325,0.155,0.155,0
"3076","6696",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.25268118,-75.61838253,0.2325,0.155,0.155,0
"3077","6697",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28725923,-75.53736398,0.2325,0.155,0.155,0
"3078","6698",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28769686,-75.53926705,0.2325,0.155,0.155,0
"3079","6699",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.287787,-75.539703,0.2325,0.155,0.155,0
"3080","6700",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28796541,-75.54013337,0.2325,0.155,0.155,0
"3081","6701",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28838174,-75.53984639,0.2325,0.155,0.155,0
"3082","6702",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28866963,-75.53848032,0.2325,0.155,0.155,0
"3083","6703",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28874002,-75.53854904,0.2325,0.155,0.155,0
"3084","6705",Canalizacion tuberia en concreto,3.2,BELLO,6.31281531,-75.56366333,0.24,0.16,0.16,0
"3085","6707",Canalizacion tuberia en concreto,3.2,ITAGUI,6.17598461,-75.61625561,0.24,0.16,0.16,0
"3086","6708",Canalizacion tuberia en concreto,3.2,ITAGUI,6.18368467,-75.59986561,0.24,0.16,0.16,0
"3087","6710",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.19843582,-75.59311497,0.24,0.16,0.16,0
"3088","6711",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.19999713,-75.59315074,0.24,0.16,0.16,0
"3089","6712",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.22235337,-75.62364672,0.24,0.16,0.16,0
"3090","6713",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.22262951,-75.61399477,0.24,0.16,0.16,0
"3091","6714",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.22515843,-75.6258515,0.24,0.16,0.16,0
"3092","6715",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.22799,-75.5604001,0.24,0.16,0.16,0
"3093","6716",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.23108931,-75.54357042,0.24,0.16,0.16,0
"3094","6717",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.23759474,-75.56773801,0.24,0.16,0.16,0
"3095","6718",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.246082,-75.585813,0.24,0.16,0.16,0
"3096","6719",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.25307458,-75.55703325,0.24,0.16,0.16,0
"3097","6720",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.255216,-75.559883,0.24,0.16,0.16,0
"3098","6721",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.277321,-75.563374,0.24,0.16,0.16,0
"3099","6722",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.27860833,-75.56489732,0.24,0.16,0.16,0
"3100","6723",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.27879252,-75.63961171,0.24,0.16,0.16,0
"3101","6724",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28628857,-75.53736381,0.24,0.16,0.16,0
"3102","6725",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28635216,-75.53825966,0.24,0.16,0.16,0
"3103","6726",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28770712,-75.53965581,0.24,0.16,0.16,0
"3104","6727",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28857624,-75.53843456,0.24,0.16,0.16,0
"3105","6728",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28935902,-75.59594201,0.24,0.16,0.16,0
"3106","6729",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29257924,-75.56172241,0.24,0.16,0.16,0
"3107","6730",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29466,-75.557329,0.24,0.16,0.16,0
"3108","6731",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.296297,-75.547063,0.24,0.16,0.16,0
"3109","6732",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29900616,-75.54578662,0.24,0.16,0.16,0
"3110","6733",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.30460732,-75.55302557,0.24,0.16,0.16,0
"3111","6734",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.30518666,-75.56597165,0.24,0.16,0.16,0
"3112","6736",Canalizacion tuberia en concreto,3.3,ENVIGADO,6.17322482,-75.5847296,0.2475,0.165,0.165,0
"3113","6738",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.222045,-75.622247,0.2475,0.165,0.165,0
"3114","6739",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.222321,-75.616113,0.2475,0.165,0.165,0
"3115","6740",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.22263737,-75.61394975,0.2475,0.165,0.165,0
"3116","6741",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.223525,-75.62006,0.2475,0.165,0.165,0
"3117","6742",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.224071,-75.625793,0.2475,0.165,0.165,0
"3118","6743",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.225158,-75.625852,0.2475,0.165,0.165,0
"3119","6744",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.23562539,-75.59582957,0.2475,0.165,0.165,0
"3120","6745",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.26949566,-75.54368874,0.2475,0.165,0.165,0
"3121","6746",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.27544467,-75.5623241,0.2475,0.165,0.165,0
"3122","6747",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.286276,-75.53801918,0.2475,0.165,0.165,0
"3123","6748",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28710658,-75.53808455,0.2475,0.165,0.165,0
"3124","6749",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28745878,-75.53811937,0.2475,0.165,0.165,0
"3125","6750",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28843417,-75.538436,0.2475,0.165,0.165,0
"3126","6751",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.289217,-75.539011,0.2475,0.165,0.165,0
"3127","6752",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.29065862,-75.55501363,0.2475,0.165,0.165,0
"3128","6753",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.305928,-75.563499,0.2475,0.165,0.165,0
"3129","6754",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.30722,-75.572321,0.2475,0.165,0.165,0
"3130","6755",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.30938351,-75.57534951,0.2475,0.165,0.165,0
"3131","6757",Canalizacion tuberia en concreto,3.4,BELLO,6.3489745,-75.54992449,0.255,0.17,0.17,0
"3132","6758",Canalizacion tuberia en concreto,3.4,ENVIGADO,6.16091707,-75.58955609,0.255,0.17,0.17,0
"3133","6759",Canalizacion tuberia en concreto,3.4,ENVIGADO,6.173039,-75.581784,0.255,0.17,0.17,0
"3134","6760",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.22262637,-75.61401278,0.255,0.17,0.17,0
"3135","6761",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.22264043,-75.61710888,0.255,0.17,0.17,0
"3136","6762",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.224396,-75.626532,0.255,0.17,0.17,0
"3137","6763",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.224453,-75.626777,0.255,0.17,0.17,0
"3138","6764",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.23427479,-75.52621044,0.255,0.17,0.17,0
"3139","6765",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.246941,-75.548937,0.255,0.17,0.17,0
"3140","6766",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.24859594,-75.60075867,0.255,0.17,0.17,0
"3141","6767",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.25005101,-75.63086145,0.255,0.17,0.17,0
"3142","6768",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.25789413,-75.62499615,0.255,0.17,0.17,0
"3143","6769",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.259317,-75.620454,0.255,0.17,0.17,0
"3144","6770",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.26114725,-75.55885922,0.255,0.17,0.17,0
"3145","6771",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.273698,-75.625507,0.255,0.17,0.17,0
"3146","6772",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.27395435,-75.56474953,0.255,0.17,0.17,0
"3147","6773",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.27967085,-75.5444736,0.255,0.17,0.17,0
"3148","6774",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.282869,-75.566052,0.255,0.17,0.17,0
"3149","6775",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.282909,-75.566088,0.255,0.17,0.17,0
"3150","6776",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.28718178,-75.53927817,0.255,0.17,0.17,0
"3151","6777",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.28937591,-75.53934127,0.255,0.17,0.17,0
"3152","6778",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.29053525,-75.53857119,0.255,0.17,0.17,0
"3153","6779",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.29065395,-75.555455,0.255,0.17,0.17,0
"3154","6780",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.299639,-75.57709,0.255,0.17,0.17,0
"3155","6781",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.30365277,-75.54790609,0.255,0.17,0.17,0
"3156","6782",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.30440833,-75.57337202,0.255,0.17,0.17,0
"3157","6784",Canalizacion tuberia en concreto,3.5,BELLO,6.350078,-75.553785,0.2625,0.175,0.175,0
"3158","6787",Canalizacion tuberia en concreto,3.5,ITAGUI,6.17781601,-75.59889741,0.2625,0.175,0.175,0
"3159","6788",Canalizacion tuberia en concreto,3.5,ITAGUI,6.17891864,-75.60013648,0.2625,0.175,0.175,0
"3160","6790",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.20955317,-75.5702899,0.2625,0.175,0.175,0
"3161","6791",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.21375776,-75.58606015,0.2625,0.175,0.175,0
"3162","6792",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22014243,-75.58341448,0.2625,0.175,0.175,0
"3163","6793",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22016247,-75.58173582,0.2625,0.175,0.175,0
"3164","6794",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22141589,-75.58211562,0.2625,0.175,0.175,0
"3165","6795",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22264043,-75.61710888,0.2625,0.175,0.175,0
